
"日/月","1","2","3","4","5","6","7","8","9","10","11","12"
"13","17.9 / 2019/01/13 22:56:00","17.9 / 2019/02/13 08:40:00","16.3 / 2019/03/13 03:03:00","18.8 / 2019/04/13 00:43:00","24.8 / 2019/05/13 05:41:00","22.6 / 2019/06/13 00:01:00","25.9 / 2019/07/13 05:27:00","27.6 / 2019/08/13 05:41:00","27.8 / 2019/09/13 23:59:00","24.7 / 2019/10/13 23:41:00","19.4 / 2019/11/13 05:16:00","18.0 / 2019/12/13 00:37:00"
"14","17.4 / 2019/01/14 01:30:00","18.2 / 2019/02/14 20:10:00","17.9 / 2019/03/14 23:51:00","18.5 / 2019/04/14 23:52:00","24.9 / 2019/05/14 03:08:00","23.4 / 2019/06/14 06:37:00","28.0 / 2019/07/14 04:02:00","27.1 / 2019/08/14 05:18:00","26.3 / 2019/09/14 04:59:00","22.1 / 2019/10/14 20:35:00","19.3 / 2019/11/14 19:03:00","19.3 / 2019/12/14 02:08:00"
"15","18.2 / 2019/01/15 23:55:00","18.6 / 2019/02/15 05:46:00","15.3 / 2019/03/15 05:53:00","17.7 / 2019/04/15 22:32:00","24.7 / 2019/05/15 01:07:00","22.3 / 2019/06/15 03:33:00","27.5 / 2019/07/15 05:30:00","29.1 / 2019/08/15 05:45:00","24.5 / 2019/09/15 09:16:00","22.2 / 2019/10/15 23:54:00","19.3 / 2019/11/15 04:57:00","19.6 / 2019/12/15 01:19:00"
"16","15.5 / 2019/01/16 23:56:00","16.2 / 2019/02/16 19:34:00","18.2 / 2019/03/16 00:01:00","18.2 / 2019/04/16 05:11:00","26.1 / 2019/05/16 01:34:00","23.5 / 2019/06/16 05:12:00","28.0 / 2019/07/16 05:15:00","27.3 / 2019/08/16 06:38:00","25.3 / 2019/09/16 23:38:00","21.8 / 2019/10/16 10:00:00","20.7 / 2019/11/16 02:43:00","17.1 / 2019/12/16 06:37:00"
"17","14.8 / 2019/01/17 02:54:00","15.0 / 2019/02/17 05:15:00","17.3 / 2019/03/17 05:34:00","19.6 / 2019/04/17 01:01:00","24.5 / 2019/05/17 11:11:00","26.0 / 2019/06/17 05:04:00","28.3 / 2019/07/17 23:17:00","28.8 / 2019/08/17 03:39:00","24.4 / 2019/09/17 03:39:00","22.1 / 2019/10/17 23:57:00","19.1 / 2019/11/17 05:33:00","18.0 / 2019/12/17 06:08:00"
"18","15.3 / 2019/01/18 02:27:00","17.3 / 2019/02/18 00:01:00","18.7 / 2019/03/18 05:06:00","19.9 / 2019/04/18 02:02:00","25.2 / 2019/05/18 04:42:00","26.5 / 2019/06/18 05:02:00","27.1 / 2019/07/18 06:50:00","26.0 / 2019/08/18 16:36:00","24.3 / 2019/09/18 04:05:00","20.1 / 2019/10/18 04:58:00","19.0 / 2019/11/18 23:34:00","19.6 / 2019/12/18 23:19:00"
"19","14.9 / 2019/01/19 06:12:00","16.4 / 2019/02/19 03:48:00","19.5 / 2019/03/19 03:46:00","22.0 / 2019/04/19 06:04:00","26.4 / 2019/05/19 06:18:00","27.0 / 2019/06/19 05:05:00","26.5 / 2019/07/19 05:02:00","25.5 / 2019/08/19 07:15:00","23.4 / 2019/09/19 05:40:00","21.4 / 2019/10/19 03:35:00","17.1 / 2019/11/19 23:23:00","17.5 / 2019/12/19 22:46:00"
"20","15.4 / 2019/01/20 23:59:59","19.5 / 2019/02/20 03:18:00","20.0 / 2019/03/20 03:11:00","22.4 / 2019/04/20 04:22:00","22.6 / 2019/05/20 20:54:00","28.3 / 2019/06/20 05:35:00","27.8 / 2019/07/20 16:20:00","25.1 / 2019/08/20 04:15:00","19.8 / 2019/09/20 23:40:00","20.9 / 2019/10/20 05:37:00","17.2 / 2019/11/20 00:01:00","17.0 / 2019/12/20 06:51:00"
"21","14.3 / 2019/01/21 03:31:00","19.6 / 2019/02/21 23:56:00","22.3 / 2019/03/21 06:12:00","22.8 / 2019/04/21 05:24:00","21.9 / 2019/05/21 23:52:00","27.9 / 2019/06/21 05:24:00","26.2 / 2019/07/21 16:33:00","25.7 / 2019/08/21 15:08:00","19.8 / 2019/09/21 00:01:00","21.6 / 2019/10/21 23:51:00","18.7 / 2019/11/21 00:02:00","18.7 / 2019/12/21 00:15:00"
"22","12.6 / 2019/01/22 23:44:00","15.4 / 2019/02/22 23:56:00","17.5 / 2019/03/22 23:36:00","23.3 / 2019/04/22 05:13:00","21.6 / 2019/05/22 01:07:00","26.5 / 2019/06/22 23:55:00","24.9 / 2019/07/22 16:17:00","25.3 / 2019/08/22 03:55:00","20.3 / 2019/09/22 04:39:00","19.9 / 2019/10/22 05:50:00","20.2 / 2019/11/22 03:57:00","18.3 / 2019/12/22 20:43:00"
"23","11.9 / 2019/01/23 01:13:00","13.7 / 2019/02/23 05:44:00","14.0 / 2019/03/23 23:41:00","24.6 / 2019/04/23 03:42:00","21.4 / 2019/05/23 10:14:00","24.6 / 2019/06/23 19:28:00","24.8 / 2019/07/23 04:34:00","28.0 / 2019/08/23 05:11:00","21.7 / 2019/09/23 04:05:00","22.1 / 2019/10/23 06:21:00","21.8 / 2019/11/23 00:01:00","18.3 / 2019/12/23 06:16:00"
"24","16.2 / 2019/01/24 02:56:00","14.5 / 2019/02/24 00:01:00","14.1 / 2019/03/24 00:01:00","25.5 / 2019/04/24 03:51:00","23.8 / 2019/05/24 00:31:00","24.1 / 2019/06/24 06:45:00","25.6 / 2019/07/24 04:27:00","26.7 / 2019/08/24 15:10:00","23.5 / 2019/09/24 23:58:00","22.8 / 2019/10/24 04:42:00","21.5 / 2019/11/24 05:57:00","16.9 / 2019/12/24 05:06:00"
"25","15.4 / 2019/01/25 05:54:00","15.8 / 2019/02/25 00:01:00","17.3 / 2019/03/25 02:08:00","25.8 / 2019/04/25 06:04:00","26.1 / 2019/05/25 04:56:00","24.6 / 2019/06/25 04:53:00","27.0 / 2019/07/25 05:14:00","27.6 / 2019/08/25 06:22:00","23.5 / 2019/09/25 00:08:00","22.2 / 2019/10/25 06:05:00","19.0 / 2019/11/25 23:01:00","18.4 / 2019/12/25 04:20:00"
"26","14.1 / 2019/01/26 13:42:00","16.8 / 2019/02/26 01:35:00","17.6 / 2019/03/26 00:50:00","24.8 / 2019/04/26 05:53:00","24.7 / 2019/05/26 05:13:00","24.5 / 2019/06/26 02:41:00","26.5 / 2019/07/26 15:43:00","27.3 / 2019/08/26 05:17:00","24.4 / 2019/09/26 03:08:00","22.6 / 2019/10/26 05:14:00","19.1 / 2019/11/26 02:47:00","16.5 / 2019/12/26 23:59:00"
"27","14.3 / 2019/01/27 06:43:00","17.3 / 2019/02/27 06:02:00","18.5 / 2019/03/27 02:31:00","22.6 / 2019/04/27 10:41:00","24.9 / 2019/05/27 13:39:00","25.2 / 2019/06/27 03:51:00","26.4 / 2019/07/27 04:28:00","27.2 / 2019/08/27 05:47:00","24.1 / 2019/09/27 03:08:00","23.0 / 2019/10/27 01:08:00","19.6 / 2019/11/27 22:57:00","14.6 / 2019/12/27 06:31:00"
"28","12.6 / 2019/01/28 06:27:00","17.5 / 2019/02/28 20:55:00","21.0 / 2019/03/28 03:44:00","23.8 / 2019/04/28 04:34:00","22.2 / 2019/05/28 23:34:00","26.3 / 2019/06/28 05:10:00","26.8 / 2019/07/28 04:45:00","29.3 / 2019/08/28 05:41:00","23.6 / 2019/09/28 04:05:00","22.6 / 2019/10/28 05:15:00","16.1 / 2019/11/28 21:14:00","16.6 / 2019/12/28 02:31:00"
"29","17.2 / 2019/01/29 04:05:00","-- / --","19.0 / 2019/03/29 23:37:00","23.3 / 2019/04/29 05:13:00","22.3 / 2019/05/29 00:01:00","27.9 / 2019/06/29 05:36:00","27.2 / 2019/07/29 05:34:00","28.7 / 2019/08/29 04:29:00","24.6 / 2019/09/29 04:12:00","21.5 / 2019/10/29 06:35:00","16.0 / 2019/11/29 02:08:00","18.1 / 2019/12/29 08:09:00"
"30","16.6 / 2019/01/30 06:47:00","-- / --","18.1 / 2019/03/30 00:53:00","24.3 / 2019/04/30 05:06:00","22.4 / 2019/05/30 00:01:00","28.3 / 2019/06/30 02:47:00","28.0 / 2019/07/30 05:38:00","26.1 / 2019/08/30 13:28:00","23.6 / 2019/09/30 22:10:00","22.0 / 2019/10/30 03:55:00","18.3 / 2019/11/30 00:01:00","18.1 / 2019/12/30 23:59:59"
"31","15.0 / 2019/01/31 23:51:00","-- / --","16.4 / 2019/03/31 23:56:00","-- / --","24.8 / 2019/05/31 01:13:00","-- / --","28.3 / 2019/07/31 05:40:00","27.4 / 2019/08/31 05:12:00","-- / --","22.1 / 2019/10/31 03:16:00","-- / --","13.8 / 2019/12/31 19:17:00"
"極端值","11.9 / 2019/01/23 01:13:00","13.7 / 2019/02/23 05:44:00","12.1 / 2019/03/07 20:35:00","15.2 / 2019/04/01 05:58:00","17.9 / 2019/05/07 06:14:00","22.3 / 2019/06/15 03:33:00","24.8 / 2019/07/23 04:34:00","25.1 / 2019/08/20 04:15:00","19.8 / 2019/09/21 00:01:00","19.9 / 2019/10/22 05:50:00","16.0 / 2019/11/29 02:08:00","11.6 / 2019/12/08 04:18:00"
