日期,市場,產品,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
112/11/18,109 台北一,LA1 甘藍 初秋 ,34.6,18,11.5,20,-18,"122,619",9
112/11/19,109 台北一,LA1 甘藍 初秋 ,37.3,21.2,12.3,22.6,13,"97,187",-21
112/11/21,109 台北一,LA1 甘藍 初秋 ,35.3,21,15.7,22.8,1,"118,448",22
112/11/22,109 台北一,LA1 甘藍 初秋 ,28.1,18.8,13.4,19.5,-14,"119,307",1
112/11/23,109 台北一,LA1 甘藍 初秋 ,29.2,19.5,11.7,19.9,2,"92,995",-22
112/11/24,109 台北一,LA1 甘藍 初秋 ,29.5,20.1,13.4,20.6,4,"103,419",11
112/11/25,109 台北一,LA1 甘藍 初秋 ,26.5,17,10.6,17.6,-15,"145,716",41
112/11/26,109 台北一,LA1 甘藍 初秋 ,26.8,15.2,9.8,16.4,-7,"133,626",-8
112/11/28,109 台北一,LA1 甘藍 初秋 ,25.7,13.6,8.5,15,-9,"181,632",36
112/11/29,109 台北一,LA1 甘藍 初秋 ,22.4,11.3,7.3,12.7,-15,"149,392",-18
112/11/30,109 台北一,LA1 甘藍 初秋 ,19.1,9.1,5.8,10.4,-18,"134,836",-10
112/12/01,109 台北一,LA1 甘藍 初秋 ,19.5,10.6,6.3,11.5,11,"133,592",-1
112/12/02,109 台北一,LA1 甘藍 初秋 ,19.8,10.1,5.6,11.1,-3,"150,971",13
112/12/03,109 台北一,LA1 甘藍 初秋 ,20.2,11.2,7.2,12.2,10,"126,103",-16
112/12/05,109 台北一,LA1 甘藍 初秋 ,23.1,13.5,10.6,14.9,22,"136,681",8
112/12/06,109 台北一,LA1 甘藍 初秋 ,27.3,19.9,13.8,20.2,36,"132,187",-3
112/12/08,109 台北一,LA1 甘藍 初秋 ,21.5,12,8.3,13.2,-35,"177,541",34
112/12/09,109 台北一,LA1 甘藍 初秋 ,15.6,8.2,5.2,9.1,-31,"214,035",21
112/12/10,109 台北一,LA1 甘藍 初秋 ,16.3,7.9,4.4,8.9,-2,"167,783",-22
112/12/12,109 台北一,LA1 甘藍 初秋 ,17.7,9.6,6.2,10.6,19,"150,953",-10
112/12/13,109 台北一,LA1 甘藍 初秋 ,16.6,10,7,10.7,1,"127,131",-16
112/12/14,109 台北一,LA1 甘藍 初秋 ,14.6,10.6,6.9,10.6,-1,"116,948",-8
112/12/15,109 台北一,LA1 甘藍 初秋 ,12.5,7.9,4.5,8.1,-24,"176,278",51
112/12/16,109 台北一,LA1 甘藍 初秋 ,13.5,7.8,4.5,8.3,2,"156,454",-11
112/12/17,109 台北一,LA1 甘藍 初秋 ,17.6,12.3,6.6,12.3,48,"122,168",-22
112/12/19,109 台北一,LA1 甘藍 初秋 ,18.2,13.3,6.4,12.9,5,"146,563",20
112/12/20,109 台北一,LA1 甘藍 初秋 ,19.2,13.7,9.4,13.9,8,"114,155",-22
112/12/21,109 台北一,LA1 甘藍 初秋 ,17.3,11.6,7.7,12,-14,"159,091",39
112/12/22,109 台北一,LA1 甘藍 初秋 ,15.6,10,5.9,10.3,-14,"187,663",18
112/12/23,109 台北一,LA1 甘藍 初秋 ,15.8,9.7,5.5,10.1,-2,"185,116",-1
112/12/24,109 台北一,LA1 甘藍 初秋 ,16.4,9.4,5.2,10,-1,"169,009",-9
112/12/26,109 台北一,LA1 甘藍 初秋 ,16.6,9.9,5.6,10.4,4,"202,543",20
112/12/27,109 台北一,LA1 甘藍 初秋 ,16.1,9.2,7.2,10.2,-2,"169,542",-16
112/12/28,109 台北一,LA1 甘藍 初秋 ,13,7.1,3.6,7.6,-25,"218,438",29
112/12/29,109 台北一,LA1 甘藍 初秋 ,14.6,9.3,3.9,9.3,22,"161,835",-26
112/12/30,109 台北一,LA1 甘藍 初秋 ,15.5,10.1,4.6,10.1,9,"161,641",0
112/12/31,109 台北一,LA1 甘藍 初秋 ,13.8,7.4,3.8,7.9,-22,"212,882",32
113/01/02,109 台北一,LA1 甘藍 初秋 ,15.2,9.5,4.6,9.6,22,"197,429",-7
113/01/03,109 台北一,LA1 甘藍 初秋 ,12.6,7.4,4.9,7.9,-18,"176,941",-10
113/01/04,109 台北一,LA1 甘藍 初秋 ,12.2,8.2,4,8.2,4,"118,816",-33
113/01/05,109 台北一,LA1 甘藍 初秋 ,11.8,5.9,3.2,6.6,-20,"193,370",63
113/01/06,109 台北一,LA1 甘藍 初秋 ,13,9,4.8,8.9,35,"168,203",-13
113/01/07,109 台北一,LA1 甘藍 初秋 ,12.7,8,4.7,8.3,-7,"171,597",2
113/01/09,109 台北一,LA1 甘藍 初秋 ,12.9,8.8,5.7,9,8,"191,061",11
113/01/10,109 台北一,LA1 甘藍 初秋 ,11.8,7.2,5.4,7.8,-13,"168,564",-12
113/01/11,109 台北一,LA1 甘藍 初秋 ,9.5,6.2,4.6,6.6,-15,"166,569",-1
113/01/12,109 台北一,LA1 甘藍 初秋 ,12.8,8.4,6.2,8.8,33,"142,386",-15
113/01/13,109 台北一,LA1 甘藍 初秋 ,14.6,10.5,8.9,11,25,"117,484",-17
113/01/14,109 台北一,LA1 甘藍 初秋 ,16,11.9,9.7,12.3,12,"126,894",8
113/01/16,109 台北一,LA1 甘藍 初秋 ,13.9,10.3,6.7,10.3,-16,"188,083",48
113/01/17,109 台北一,LA1 甘藍 初秋 ,12.7,9.7,6.4,9.6,-7,"178,448",-5
113/01/18,109 台北一,LA1 甘藍 初秋 ,10.7,8.3,6.3,8.4,-12,"106,012",-41
113/01/19,109 台北一,LA1 甘藍 初秋 ,14.2,10.4,7.8,10.6,26,"137,708",30
113/01/20,109 台北一,LA1 甘藍 初秋 ,13,10.4,6.4,10.1,-5,"171,401",24
113/01/21,109 台北一,LA1 甘藍 初秋 ,13.2,10.3,7.1,10.2,1,"170,381",-1
113/01/23,109 台北一,LA1 甘藍 初秋 ,13.1,9.6,7.1,9.8,-4,"200,339",18
113/01/24,109 台北一,LA1 甘藍 初秋 ,13.3,9.8,7.6,10,2,"156,350",-22
113/01/25,109 台北一,LA1 甘藍 初秋 ,15.6,12,8.3,12,20,"143,754",-8
113/01/26,109 台北一,LA1 甘藍 初秋 ,18,14.8,10.2,14.6,22,"113,447",-21
113/01/27,109 台北一,LA1 甘藍 初秋 ,14.6,10.9,7.8,11,-25,"210,464",86
113/01/28,109 台北一,LA1 甘藍 初秋 ,13.5,9.4,6,9.5,-14,"189,845",-10
113/01/30,109 台北一,LA1 甘藍 初秋 ,14.3,11.4,8.2,11.4,20,"158,418",-17
113/01/31,109 台北一,LA1 甘藍 初秋 ,14.9,12.1,9.6,12.1,6,"171,911",9
113/02/02,109 台北一,LA1 甘藍 初秋 ,13.4,10.6,6.9,10.4,-14,"189,237",10
113/02/03,109 台北一,LA1 甘藍 初秋 ,13.3,8.8,4.9,8.9,-14,"208,361",10
113/02/04,109 台北一,LA1 甘藍 初秋 ,11.8,7.1,4.6,7.6,-15,"192,990",-7
113/02/05,109 台北一,LA1 甘藍 初秋 ,10.9,5.1,3,5.8,-24,"183,643",-5
113/02/06,109 台北一,LA1 甘藍 初秋 ,9.8,6.2,2.7,6.2,7,"170,500",-7
113/02/07,109 台北一,LA1 甘藍 初秋 ,11.4,8,5,8.1,31,"170,731",0
113/02/08,109 台北一,LA1 甘藍 初秋 ,12.3,8.6,4.2,8.5,5,"218,782",28
113/02/09,109 台北一,LA1 甘藍 初秋 ,17.7,7.1,4.1,8.6,1,"70,063",-68
113/02/15,109 台北一,LA1 甘藍 初秋 ,11.8,8.5,5.8,8.6,0,"188,313",169
113/02/16,109 台北一,LA1 甘藍 初秋 ,12.8,8.8,6,9,5,"199,114",6
113/02/17,109 台北一,LA1 甘藍 初秋 ,15.8,12.3,8.5,12.3,37,"170,706",-14
113/02/20,109 台北一,LA1 甘藍 初秋 ,12.9,9.3,5.5,9.2,-25,"220,093",29
113/02/21,109 台北一,LA1 甘藍 初秋 ,11.3,7,3.8,7.2,-22,"189,485",-14
113/02/22,109 台北一,LA1 甘藍 初秋 ,9.6,5.5,3.1,5.8,-19,"186,938",-1
113/02/23,109 台北一,LA1 甘藍 初秋 ,10.7,5.9,2.9,6.3,9,"188,402",1
113/02/24,109 台北一,LA1 甘藍 初秋 ,11.1,6,3.1,6.5,3,"212,154",13
113/02/27,109 台北一,LA1 甘藍 初秋 ,12.7,9.5,6.4,9.5,46,"149,733",-29
113/02/28,109 台北一,LA1 甘藍 初秋 ,15.1,12.3,8.4,12.1,27,"113,453",-24
113/02/29,109 台北一,LA1 甘藍 初秋 ,14.4,10.3,7.5,10.5,-13,"149,326",32
113/03/01,109 台北一,LA1 甘藍 初秋 ,15.1,9.9,6.6,10.3,-2,"150,750",1
113/03/02,109 台北一,LA1 甘藍 初秋 ,14.4,8.6,4.7,9,-13,"183,122",21
113/03/03,109 台北一,LA1 甘藍 初秋 ,11.8,7.2,3.8,7.4,-18,"191,712",5
113/03/05,109 台北一,LA1 甘藍 初秋 ,13.8,10,6.1,10,35,"147,983",-23
113/03/06,109 台北一,LA1 甘藍 初秋 ,14,8.5,4.8,8.8,-12,"169,371",14
113/03/07,109 台北一,LA1 甘藍 初秋 ,12.3,7.7,4,7.9,-10,"158,561",-6
113/03/08,109 台北一,LA1 甘藍 初秋 ,13.2,9,5,9,14,"138,008",-13
113/03/09,109 台北一,LA1 甘藍 初秋 ,14.2,7.8,4.4,8.4,-7,"177,129",28
113/03/10,109 台北一,LA1 甘藍 初秋 ,15.5,7.8,3.9,8.5,1,"163,364",-8
113/03/12,109 台北一,LA1 甘藍 初秋 ,20.1,12.6,8.8,13.4,58,"108,107",-34
113/03/13,109 台北一,LA1 甘藍 初秋 ,18.6,11.4,5.7,11.7,-13,"137,311",27
113/03/14,109 台北一,LA1 甘藍 初秋 ,17.1,9.8,5.9,10.5,-10,"161,356",18
113/03/15,109 台北一,LA1 甘藍 初秋 ,19.2,11.6,5.8,12,14,"126,778",-21
113/03/16,109 台北一,LA1 甘藍 初秋 ,19.7,13.2,8.1,13.4,12,"143,179",13
113/03/17,109 台北一,LA1 甘藍 初秋 ,19.5,10.4,5.3,11.2,-16,"175,442",23
113/03/19,109 台北一,LA1 甘藍 初秋 ,18.3,11.7,4.3,11.6,4,"193,550",10
113/03/20,109 台北一,LA1 甘藍 初秋 ,19.9,14.8,8.4,14.5,25,"168,107",-13
113/03/22,109 台北一,LA1 甘藍 初秋 ,23.6,16.4,8,16.2,12,"152,734",-9
113/03/23,109 台北一,LA1 甘藍 初秋 ,23,16,9.6,16.1,-1,"201,382",32
113/03/24,109 台北一,LA1 甘藍 初秋 ,20.5,12,5.5,12.4,-23,"186,184",-8
113/03/26,109 台北一,LA1 甘藍 初秋 ,21.3,14.7,6,14.3,15,"169,195",-9
113/03/27,109 台北一,LA1 甘藍 初秋 ,20.4,12.7,5.9,12.9,-10,"158,649",-6
113/03/28,109 台北一,LA1 甘藍 初秋 ,20.4,14.4,9.4,14.6,13,"126,745",-20
113/03/29,109 台北一,LA1 甘藍 初秋 ,21.6,15.4,8.8,15.3,5,"139,118",10
113/03/30,109 台北一,LA1 甘藍 初秋 ,24,15.1,4.9,14.8,-3,"151,408",9
113/03/31,109 台北一,LA1 甘藍 初秋 ,24.4,15.4,5.3,15.2,3,"152,390",1
113/04/02,109 台北一,LA1 甘藍 初秋 ,24.8,14.5,6.2,14.9,-2,"192,034",26
113/04/03,109 台北一,LA1 甘藍 初秋 ,22.8,15.4,6.6,15.1,1,"199,637",4
113/04/06,109 台北一,LA1 甘藍 初秋 ,21.9,15.4,6.5,14.9,-1,"212,691",7
113/04/07,109 台北一,LA1 甘藍 初秋 ,23.1,13.6,5.9,14,-6,"188,843",-11
113/04/09,109 台北一,LA1 甘藍 初秋 ,22.2,13.4,5.4,13.5,-4,"187,109",-1
113/04/10,109 台北一,LA1 甘藍 初秋 ,19.8,12.6,7,12.9,-4,"185,787",-1
113/04/11,109 台北一,LA1 甘藍 初秋 ,18.6,12,6.3,12.2,-5,"162,794",-12
113/04/12,109 台北一,LA1 甘藍 初秋 ,21.4,15.4,7.5,15,23,"132,019",-19
113/04/13,109 台北一,LA1 甘藍 初秋 ,21.5,13.3,5.8,13.4,-11,"159,468",21
113/04/14,109 台北一,LA1 甘藍 初秋 ,24.7,16.9,10.2,17.1,28,"120,603",-24
113/04/16,109 台北一,LA1 甘藍 初秋 ,22.4,15,6.7,14.8,-13,"177,236",47
113/04/17,109 台北一,LA1 甘藍 初秋 ,27.2,21.6,13.3,21.1,43,"119,585",-33
113/04/18,109 台北一,LA1 甘藍 初秋 ,19.5,14.8,7,14.2,-33,"131,116",10
113/04/19,109 台北一,LA1 甘藍 初秋 ,24.8,21.2,11.8,20,41,"135,549",3
113/04/20,109 台北一,LA1 甘藍 初秋 ,23,17.2,9.6,16.8,-16,"189,166",40
113/04/21,109 台北一,LA1 甘藍 初秋 ,21.9,16.2,8.9,15.9,-5,"172,739",-9
113/04/23,109 台北一,LA1 甘藍 初秋 ,21.5,16.3,9.2,16,1,"203,525",18
113/04/24,109 台北一,LA1 甘藍 初秋 ,20.5,15,9.8,15.1,-6,"169,887",-17
113/04/25,109 台北一,LA1 甘藍 初秋 ,21,17.8,13.2,17.5,16,"120,327",-29
113/04/26,109 台北一,LA1 甘藍 初秋 ,28.8,22.4,16.7,22.5,29,"90,997",-24
113/04/27,109 台北一,LA1 甘藍 初秋 ,28.6,21.9,14.1,21.7,-4,"154,040",69
113/04/28,109 台北一,LA1 甘藍 初秋 ,27.5,21.9,17,22,1,"161,468",5
113/04/30,109 台北一,LA1 甘藍 初秋 ,27.4,23.8,17.5,23.3,6,"168,981",5
113/05/01,109 台北一,LA1 甘藍 初秋 ,28.8,24.1,17.8,23.8,2,"148,973",-12
113/05/02,109 台北一,LA1 甘藍 初秋 ,27.9,22.4,18.1,22.6,-5,"168,624",13
113/05/03,109 台北一,LA1 甘藍 初秋 ,27.5,23.4,16.7,22.9,1,"168,432",0
113/05/04,109 台北一,LA1 甘藍 初秋 ,29.7,24,18.2,24,5,"152,615",-9
113/05/05,109 台北一,LA1 甘藍 初秋 ,30.7,24.6,20.2,25,4,"153,549",1
113/05/07,109 台北一,LA1 甘藍 初秋 ,29.3,25.3,17.9,24.6,-2,"162,272",6
113/05/08,109 台北一,LA1 甘藍 初秋 ,28.2,23.7,18.1,23.5,-4,"171,220",6
113/05/09,109 台北一,LA1 甘藍 初秋 ,28.3,23.8,20.1,24,2,"136,271",-20
113/05/10,109 台北一,LA1 甘藍 初秋 ,30.5,27.7,24.3,27.6,15,"120,909",-11
113/05/11,109 台北一,LA1 甘藍 初秋 ,30.1,27.1,22.7,26.8,-3,"149,065",23
113/05/12,109 台北一,LA1 甘藍 初秋 ,31.9,29,24.6,28.7,7,"133,006",-11
113/05/14,109 台北一,LA1 甘藍 初秋 ,30.4,26.7,21.7,26.4,-8,"166,169",25
113/05/15,109 台北一,LA1 甘藍 初秋 ,32.7,30,26.4,29.8,13,"135,420",-19
113/05/16,109 台北一,LA1 甘藍 初秋 ,29.4,26,23.7,26.2,-12,"109,678",-19
113/05/17,109 台北一,LA1 甘藍 初秋 ,31.7,28,22.2,27.6,5,"154,909",41
113/05/18,109 台北一,LA1 甘藍 初秋 ,30.3,26.4,21.1,26.1,-5,"181,091",17
113/05/19,109 台北一,LA1 甘藍 初秋 ,27.4,23.1,18,23,-12,"178,166",-2
113/05/21,109 台北一,LA1 甘藍 初秋 ,32.4,29,25,28.9,26,"127,490",-28
113/05/22,109 台北一,LA1 甘藍 初秋 ,31.1,28.7,25.2,28.5,-1,"144,319",13
113/05/23,109 台北一,LA1 甘藍 初秋 ,30.4,27.8,23.9,27.5,-4,"120,875",-16
113/05/24,109 台北一,LA1 甘藍 初秋 ,29.3,24,16.5,23.6,-14,"152,378",26
113/05/25,109 台北一,LA1 甘藍 初秋 ,23.7,18.2,11,17.9,-24,"166,910",10
113/05/26,109 台北一,LA1 甘藍 初秋 ,24.9,18.2,12.1,18.4,3,"138,277",-17
113/05/28,109 台北一,LA1 甘藍 初秋 ,29.2,24.4,20.8,24.6,34,"125,587",-9
113/05/29,109 台北一,LA1 甘藍 初秋 ,33.5,29.7,26,29.7,21,"106,030",-16
113/05/31,109 台北一,LA1 甘藍 初秋 ,29.9,24.7,19.3,24.6,-17,"170,195",61
113/06/01,109 台北一,LA1 甘藍 初秋 ,25.9,20.3,11.5,19.6,-20,"175,783",3
113/06/02,109 台北一,LA1 甘藍 初秋 ,27.1,20.5,12,20.1,3,"143,036",-19
113/06/04,109 台北一,LA1 甘藍 初秋 ,26.7,20.5,11.9,20,0,"147,771",3
113/06/05,109 台北一,LA1 甘藍 初秋 ,26,21.8,14.4,21.1,6,"122,692",-17
113/06/06,109 台北一,LA1 甘藍 初秋 ,25.1,19.6,12.1,19.2,-9,"124,552",2
113/06/07,109 台北一,LA1 甘藍 初秋 ,26.9,19.2,9.3,18.7,-3,"120,108",-4
113/06/08,109 台北一,LA1 甘藍 初秋 ,29.6,23.8,14.6,23.2,24,"118,935",-1
113/06/09,109 台北一,LA1 甘藍 初秋 ,29.4,22.5,13.6,22.1,-5,"143,036",20
113/06/10,109 台北一,LA1 甘藍 初秋 ,34.8,28.3,17.5,27.4,24,"130,660",-9
113/06/13,109 台北一,LA1 甘藍 初秋 ,24.8,20.8,13.8,20.2,-26,"85,378",-35
113/06/14,109 台北一,LA1 甘藍 初秋 ,31.4,26.2,18.8,25.8,28,"112,912",32
113/06/15,109 台北一,LA1 甘藍 初秋 ,43.7,34.2,25,34.2,33,"89,510",-21
113/06/16,109 台北一,LA1 甘藍 初秋 ,44.5,33.8,22.1,33.6,-2,"88,191",-1
113/06/18,109 台北一,LA1 甘藍 初秋 ,34.5,25.6,16.5,25.6,-24,"132,655",50
113/06/19,109 台北一,LA1 甘藍 初秋 ,40.8,27.9,17.5,28.4,11,"88,200",-34
113/06/20,109 台北一,LA1 甘藍 初秋 ,37.6,28.9,20.7,29,2,"84,129",-5
113/06/21,109 台北一,LA1 甘藍 初秋 ,36.8,28.6,20.8,28.7,-1,"73,418",-13
113/06/22,109 台北一,LA1 甘藍 初秋 ,40.2,27.4,19.9,28.4,-1,"88,348",20
113/06/23,109 台北一,LA1 甘藍 初秋 ,51,38,26.8,38.3,35,"54,869",-38
113/06/25,109 台北一,LA1 甘藍 初秋 ,51.7,45.5,35.7,44.8,17,"56,827",4
113/06/26,109 台北一,LA1 甘藍 初秋 ,51.3,44.1,30.4,42.8,-4,"59,657",5
113/06/27,109 台北一,LA1 甘藍 初秋 ,52.1,45.7,33.9,44.6,4,"24,911",-58
113/06/28,109 台北一,LA1 甘藍 初秋 ,50.8,41.7,34.1,42,-6,"61,959",149
113/06/29,109 台北一,LA1 甘藍 初秋 ,49.1,39,22.3,37.7,-10,"75,095",21
113/06/30,109 台北一,LA1 甘藍 初秋 ,49.2,34.9,19.2,34.6,-8,"70,127",-7
113/07/02,109 台北一,LA1 甘藍 初秋 ,51,43.3,35.3,43.2,25,"50,995",-27
113/07/03,109 台北一,LA1 甘藍 初秋 ,47.2,36.4,27.3,36.8,-15,"64,769",27
113/07/04,109 台北一,LA1 甘藍 初秋 ,46.3,37.3,26.8,37,1,"52,788",-18
113/07/05,109 台北一,LA1 甘藍 初秋 ,44.8,37.5,33.4,38.1,3,"50,058",-5
113/07/06,109 台北一,LA1 甘藍 初秋 ,53.5,43.5,34.1,43.6,14,"37,569",-25
113/07/07,109 台北一,LA1 甘藍 初秋 ,55.7,44,27.9,43.1,-1,"50,478",34
113/07/09,109 台北一,LA1 甘藍 初秋 ,47.5,41.2,33.8,41,-5,"70,853",40
113/07/10,109 台北一,LA1 甘藍 初秋 ,44.2,34.1,22.9,33.9,-17,"71,049",0
113/07/12,109 台北一,LA1 甘藍 初秋 ,41.5,32.2,22,32,-6,"75,114",6
113/07/13,109 台北一,LA1 甘藍 初秋 ,37.9,29.2,22.3,29.6,-7,"83,072",11
113/07/14,109 台北一,LA1 甘藍 初秋 ,39.8,31.9,25.2,32.1,8,"56,527",-32
113/07/16,109 台北一,LA1 甘藍 初秋 ,39.7,28.1,21.7,29.1,-9,"70,036",24
113/07/17,109 台北一,LA1 甘藍 初秋 ,37.2,26.7,19.7,27.4,-6,"65,267",-7
113/07/18,109 台北一,LA1 甘藍 初秋 ,36.1,31.8,24.8,31.3,14,"45,523",-30
113/07/19,109 台北一,LA1 甘藍 初秋 ,37.4,32.5,26.8,32.4,4,"43,302",-5
113/07/20,109 台北一,LA1 甘藍 初秋 ,40.4,32.8,21.1,32,-1,"57,266",32
113/07/21,109 台北一,LA1 甘藍 初秋 ,38.9,31.4,26,31.8,-1,"65,822",15
113/07/23,109 台北一,LA1 甘藍 初秋 ,51.2,38.2,30.8,39.3,24,"75,322",14
113/07/24,109 台北一,LA1 甘藍 初秋 ,39.2,31.3,25,31.6,-20,"93,286",24
113/07/26,109 台北一,LA1 甘藍 初秋 ,49.1,35.8,15.9,34.5,9,"49,949",-46
113/07/27,109 台北一,LA1 甘藍 初秋 ,67.9,61.1,40.4,58.3,69,"12,021",-76
113/07/28,109 台北一,LA1 甘藍 初秋 ,45.6,30,21.8,31.5,-46,"58,426",386
113/07/30,109 台北一,LA1 甘藍 初秋 ,38.2,26.6,19.5,27.5,-13,"90,863",56
113/07/31,109 台北一,LA1 甘藍 初秋 ,39,27.5,22.2,28.8,5,"60,202",-34
113/08/01,109 台北一,LA1 甘藍 初秋 ,35.9,25.5,13.9,25.2,-13,"66,079",10
113/08/02,109 台北一,LA1 甘藍 初秋 ,36.4,26.4,13.3,25.8,2,"69,708",5
113/08/03,109 台北一,LA1 甘藍 初秋 ,45.6,32.4,24.3,33.4,29,"51,483",-26
113/08/04,109 台北一,LA1 甘藍 初秋 ,47.2,34,29.7,35.8,7,"62,370",21
113/08/06,109 台北一,LA1 甘藍 初秋 ,49.4,34.9,25.2,35.8,0,"63,660",2
113/08/07,109 台北一,LA1 甘藍 初秋 ,52.8,39.8,31.8,40.8,14,"46,958",-26
113/08/08,109 台北一,LA1 甘藍 初秋 ,50.8,37.6,30.5,38.8,-5,"18,350",-61
113/08/09,109 台北一,LA1 甘藍 初秋 ,50.1,37.5,25.1,37.5,-3,"51,738",182
113/08/10,109 台北一,LA1 甘藍 初秋 ,51.2,39.6,18.6,37.8,1,"50,873",-2
113/08/11,109 台北一,LA1 甘藍 初秋 ,67.8,43,28.7,45.1,19,"32,792",-36
113/08/13,109 台北一,LA1 甘藍 初秋 ,56.4,30.9,18.4,33.5,-26,"70,443",115
113/08/14,109 台北一,LA1 甘藍 初秋 ,60.7,35,24.3,38,13,"43,754",-38
113/08/15,109 台北一,LA1 甘藍 初秋 ,59.4,37.5,28.4,40,5,"34,491",-21
113/08/16,109 台北一,LA1 甘藍 初秋 ,71.4,38,28.5,42.8,7,"40,660",18
113/08/17,109 台北一,LA1 甘藍 初秋 ,81.8,46.8,32,50.8,19,"33,689",-17
113/08/18,109 台北一,LA1 甘藍 初秋 ,74.3,42.6,31.8,46.8,-8,"35,894",7
113/08/21,109 台北一,LA1 甘藍 初秋 ,70.5,46.3,33.6,48.6,4,"31,950",-11
113/08/22,109 台北一,LA1 甘藍 初秋 ,72.4,44.1,29.9,46.9,-3,"29,507",-8
113/08/23,109 台北一,LA1 甘藍 初秋 ,78,54.1,37.9,55.6,19,"18,653",-37
113/08/24,109 台北一,LA1 甘藍 初秋 ,89.9,60.3,41.8,62.6,13,"15,553",-17
113/08/25,109 台北一,LA1 甘藍 初秋 ,104.8,57.8,41.5,63.9,2,"12,072",-22
113/08/27,109 台北一,LA1 甘藍 初秋 ,97.4,51.8,35.6,57.7,-10,"15,474",28
113/08/28,109 台北一,LA1 甘藍 初秋 ,81.9,50,33.2,53,-8,"17,746",15
113/08/29,109 台北一,LA1 甘藍 初秋 ,61.6,45.6,21.8,44.1,-17,"3,680",-79
113/08/30,109 台北一,LA1 甘藍 初秋 ,97.7,42.8,33,51.8,17,"20,515",457
113/08/31,109 台北一,LA1 甘藍 初秋 ,87.3,47.4,35.6,53,2,"24,176",18
113/09/01,109 台北一,LA1 甘藍 初秋 ,76.5,47.8,36.1,51.2,-3,"29,820",23
113/09/03,109 台北一,LA1 甘藍 初秋 ,68.8,45.3,35,47.9,-6,"36,683",23
113/09/04,109 台北一,LA1 甘藍 初秋 ,77.9,43.1,32,47.8,0,"25,530",-30
113/09/05,109 台北一,LA1 甘藍 初秋 ,51.2,38.5,23.3,38,-21,"15,172",-41
113/09/06,109 台北一,LA1 甘藍 初秋 ,73,30.7,13.8,35.8,-6,"31,164",105
113/09/07,109 台北一,LA1 甘藍 初秋 ,73.9,39.1,21.9,42.6,19,"28,095",-10
113/09/08,109 台北一,LA1 甘藍 初秋 ,71.4,44.6,29.3,46.9,10,"22,252",-21
113/09/10,109 台北一,LA1 甘藍 初秋 ,68.6,42.3,29.2,45,-4,"35,113",58
113/09/11,109 台北一,LA1 甘藍 初秋 ,66.9,41.7,30.4,44.5,-1,"28,392",-19
113/09/12,109 台北一,LA1 甘藍 初秋 ,53.5,37.7,30.5,39.4,-11,"29,602",4
113/09/13,109 台北一,LA1 甘藍 初秋 ,50.8,34,20.9,34.8,-12,"50,615",71
113/09/14,109 台北一,LA1 甘藍 初秋 ,48.7,30.2,18.1,31.5,-9,"44,529",-12
113/09/15,109 台北一,LA1 甘藍 初秋 ,53.4,35.7,27,37.5,19,"32,876",-26
113/09/16,109 台北一,LA1 甘藍 初秋 ,48.2,31.7,13.8,31.4,-16,"34,547",5
113/09/17,109 台北一,LA1 甘藍 初秋 ,52,34.8,25.6,36.4,16,"49,923",45
113/09/20,109 台北一,LA1 甘藍 初秋 ,44.4,34,18.1,32.9,-10,"35,471",-29
113/09/21,109 台北一,LA1 甘藍 初秋 ,71.7,46.5,35.1,49.2,50,"29,324",-17
113/09/22,109 台北一,LA1 甘藍 初秋 ,74.6,52,37.1,53.6,9,"31,395",7
113/09/24,109 台北一,LA1 甘藍 初秋 ,76.3,44.9,32.5,48.7,-9,"28,415",-9
113/09/25,109 台北一,LA1 甘藍 初秋 ,72.8,50.9,33.5,51.8,6,"21,313",-25
113/09/26,109 台北一,LA1 甘藍 初秋 ,75.4,50.6,37.8,53,2,"15,661",-27
113/09/27,109 台北一,LA1 甘藍 初秋 ,75.8,54.9,44.3,57,8,"17,066",9
113/09/28,109 台北一,LA1 甘藍 初秋 ,71.4,51.1,43.8,53.7,-6,"31,554",85
113/09/29,109 台北一,LA1 甘藍 初秋 ,77.4,53.8,43.3,56.4,5,"31,833",1
113/10/01,109 台北一,LA1 甘藍 初秋 ,70.4,53.4,44.4,55,-2,"58,368",83
113/10/02,109 台北一,LA1 甘藍 初秋 ,68.8,50.5,40.4,52.2,-5,"40,559",-31
113/10/03,109 台北一,LA1 甘藍 初秋 ,85,41.6,22.9,46.6,-11,"13,523",-67
113/10/04,109 台北一,LA1 甘藍 初秋 ,92.6,70.5,53.9,71.6,54,"8,201",-39
113/10/05,109 台北一,LA1 甘藍 初秋 ,76.2,53.8,45.2,56.6,-21,"27,425",234
113/10/06,109 台北一,LA1 甘藍 初秋 ,71.6,42.8,29.2,45.8,-19,"35,320",29
113/10/08,109 台北一,LA1 甘藍 初秋 ,62.9,41.2,23.8,42.1,-8,"42,930",22
113/10/09,109 台北一,LA1 甘藍 初秋 ,56.9,37.5,23.1,38.5,-9,"36,465",-15
113/10/10,109 台北一,LA1 甘藍 初秋 ,52.6,34.9,29.2,37.3,-3,"44,944",23
113/10/11,109 台北一,LA1 甘藍 初秋 ,55.3,42.4,34.5,43.4,16,"32,260",-28
113/10/12,109 台北一,LA1 甘藍 初秋 ,60.8,41.2,36.6,44.2,2,"41,331",28
113/10/13,109 台北一,LA1 甘藍 初秋 ,62.4,46,39.8,48,9,"29,820",-28
